TransactionID,Items
T001142,"Muffins,Paper_Towels,Bread,Lettuce,Detergent,Cookies"
T001143,"Chocolate_Syrup,Ice_Cream,Yogurt,Toothpaste,Croissants,Shampoo"
T001144,"Butter,Milk,Muffins,Cream,Paper_Towels,Soap"
T001145,"Water,Bagels,Cheese,Nuts,Bananas,Frozen_Dinners,Crackers"
T001146,"Cream,Pork,Beef"
T001147,"Cookies,Beef,Fish,Paper_Towels"
T001148,"Fish,Oranges,Coffee,Frozen_Dinners,Croissants,Shampoo,Soda,Tomatoes"
T001149,"Jelly,Peanut_Butter,Shampoo,Dish_Soap"
T001150,"Chips,Beer,Muffins,Bananas,Cream,Chicken,Dish_Soap"
T001151,"Chicken,Juice,Apples,Nuts,Tomatoes,Lettuce"
T001152,"Coffee,Fish"
T001153,"Lettuce,Oranges,Ice_Cream,Apples"
T001154,"Bread,Milk,Cookies,Dish_Soap,Bananas"
T001155,"Bread,Soda,Trash_Bags,Shampoo"
T001156,"Lettuce,Tomatoes,Croissants,Milk"
T001157,"Pasta,Cheese,Tomatoes,Beef,Chicken,Fish,Trash_Bags,Crackers,Bread"
T001158,"Bread,Peanut_Butter,Soda,Detergent,Tomatoes,Apples,Muffins"
T001159,"Butter,Soda,Bananas,Coffee,Toothpaste,Pork,Frozen_Pizza,Yogurt"
T001160,"Apples,Bread,Lettuce"
T001161,"Chicken,Donuts,Lettuce"
T001162,"Trash_Bags,Cookies,Tomatoes,Bananas,Coffee,Detergent"
T001163,"Muffins,Coffee,Tea,Chocolate"
T001164,"Tomato_Sauce,Cheese,Paper_Towels,Cookies,Crackers,Apples,Soap,Trash_Bags,Dish_Soap"
T001165,"Donuts,Dish_Soap,Soda,Cheese,Butter,Lettuce,Juice"
T001166,"Soap,Crackers,Bagels,Apples,Paper_Towels"
T001167,"Milk,Cereal,Nuts,Juice,Oranges,Toothpaste"
T001168,"Soap,Cheese,Deodorant"
T001169,"Tea,Paper_Towels,Juice,Bread,Yogurt,Chicken,Ice_Cream"
T001170,"Chicken,Vegetables,Muffins,Fish,Crackers"
T001171,"Frozen_Dinners,Muffins,Beef,Paper_Towels,Soda,Bread,Crackers"
T001172,"Donuts,Milk,Trash_Bags,Tomatoes,Croissants"
T001173,"Cereal,Bananas,Apples,Tea,Soda,Juice,Croissants"
T001174,"Frozen_Pizza,Soap,Chips"
T001175,"Rice,Chicken,Lettuce,Bagels,Paper_Towels"
T001176,"Dip,Chips,Bread,Shampoo,Frozen_Dinners,Milk,Nuts,Fish,Detergent"
T001177,"Juice,Oranges"
T001178,"Tomato_Sauce,Pasta,Lettuce,Trash_Bags,Pork"
T001179,"Juice,Frozen_Vegetables,Milk"
T001180,"Peanut_Butter,Bread,Lettuce,Apples,Cookies,Cheese,Chicken,Frozen_Pizza,Toothpaste,Muffins"
T001181,"Croissants,Deodorant,Pork,Apples"
T001182,"Soap,Frozen_Dinners,Dish_Soap"
T001183,"Bagels,Turkey,Deodorant,Shampoo,Pork,Toothpaste"
T001184,"Detergent,Cream,Bread"
T001185,"Soap,Yogurt,Muffins,Croissants,Deodorant"
T001186,"Crackers,Bread,Chicken"
T001187,"Jelly,Bread,Water,Yogurt,Cream,Croissants,Shampoo,Nuts,Oranges"
T001188,"Chocolate,Detergent,Cream,Donuts,Coffee,Lettuce,Yogurt"
T001189,"Soap,Bagels,Oranges"
T001190,"Coffee,Cream,Croissants,Oranges"
T001191,"Tomatoes,Detergent,Toothpaste,Paper_Towels,Water,Chocolate,Deodorant"
T001192,"Detergent,Soap,Frozen_Vegetables,Toothpaste,Oranges,Chocolate,Lettuce"
T001193,"Pork,Lettuce,Cheese,Paper_Towels"
T001194,"Chicken,Cookies,Lettuce,Ice_Cream,Oranges,Water"
T001195,"Muffins,Beef"
T001196,"Tea,Dish_Soap,Juice"
T001197,"Chicken,Detergent,Butter,Toothpaste,Muffins,Chips"
T001198,"Apples,Muffins,Donuts,Shampoo"
T001199,"Coffee,Cream,Ice_Cream,Soda"
T001200,"Bananas,Frozen_Dinners"
T001201,"Chips,Dip,Shampoo,Chocolate,Frozen_Pizza,Apples,Pork,Bagels"
T001202,"Frozen_Vegetables,Bananas,Lettuce"
T001203,"Cereal,Bananas,Muffins,Cheese,Turkey,Chocolate,Frozen_Pizza,Coffee"
T001204,"Soap,Nuts,Dish_Soap"
T001205,"Yogurt,Bananas,Dish_Soap"
T001206,"Beef,Pork,Tea,Coffee,Donuts,Trash_Bags"
T001207,"Frozen_Dinners,Paper_Towels,Frozen_Vegetables"
T001208,"Muffins,Milk,Detergent"
T001209,"Jelly,Peanut_Butter,Trash_Bags,Toothpaste,Frozen_Dinners,Tomatoes"
T001210,"Bread,Peanut_Butter,Soda,Soap,Detergent,Cookies,Chicken,Turkey,Toothpaste,Dish_Soap"
T001211,"Fish,Chocolate,Tea,Pork,Yogurt,Frozen_Dinners,Trash_Bags"
T001212,"Milk,Bananas,Oranges,Crackers,Soap,Cheese,Lettuce,Water,Ice_Cream"
T001213,"Juice,Frozen_Pizza,Toothpaste"
T001214,"Cookies,Toothpaste"
T001215,"Jelly,Peanut_Butter,Cream,Detergent,Pork,Butter,Toothpaste"
T001216,"Oranges,Deodorant,Cream,Paper_Towels,Apples,Coffee"
T001217,"Fish,Turkey,Lettuce,Yogurt,Soap,Soda,Juice,Croissants"
T001218,"Butter,Coffee,Oranges,Toothpaste,Ice_Cream,Milk"
T001219,"Croissants,Muffins,Frozen_Vegetables,Detergent,Apples,Pork,Ice_Cream,Paper_Towels"
T001220,"Soap,Lettuce,Bagels,Pork,Crackers,Milk,Shampoo"
T001221,"Bagels,Cream"
T001222,"Sugar,Cream,Detergent,Croissants,Ice_Cream,Beef,Cheese,Deodorant,Apples,Pork"
T001223,"Ice_Cream,Chocolate_Syrup,Shampoo,Chocolate,Turkey,Bread,Tea,Bagels,Chicken,Tomatoes"
T001224,"Milk,Muffins,Shampoo,Pork"
T001225,"Cheese,Pasta,Beef,Cream,Tea,Paper_Towels"
T001226,"Muffins,Bananas,Soda,Cookies,Toothpaste"
T001227,"Soda,Yogurt,Croissants,Oranges,Chocolate"
T001228,"Tomato_Sauce,Cheese,Yogurt,Pork"
T001229,"Fish,Deodorant,Frozen_Pizza,Shampoo"
T001230,"Frozen_Pizza,Shampoo,Frozen_Dinners,Tomatoes,Lettuce,Chocolate,Frozen_Vegetables,Ice_Cream"
T001231,"Cream,Coffee,Bread,Frozen_Pizza,Fish,Frozen_Vegetables"
T001232,"Milk,Muffins,Juice,Pork,Bread,Frozen_Dinners,Water,Cookies"
T001233,"Trash_Bags,Cookies,Toothpaste,Tea,Bread,Bagels,Chips,Dish_Soap"
T001234,"Shampoo,Juice,Nuts,Deodorant,Water,Trash_Bags"
T001235,"Chicken,Rice,Pork,Juice,Beef"
T001236,"Turkey,Soap,Paper_Towels,Bagels,Cheese,Cream"
T001237,"Milk,Bananas,Bagels,Tea"
T001238,"Milk,Lettuce,Crackers,Bread,Cheese,Nuts"
T001239,"Pork,Paper_Towels,Donuts,Apples,Nuts,Cream,Tomatoes"
T001240,"Coffee,Sugar,Trash_Bags,Dish_Soap,Paper_Towels,Crackers"
T001241,"Tomatoes,Hamburger_Buns,Milk,Trash_Bags,Pork"
T001242,"Ice_Cream,Turkey,Muffins,Bananas"
T001243,"Salsa,Beer,Cheese,Frozen_Vegetables,Pork,Ice_Cream,Bagels"
T001244,"Toothpaste,Deodorant,Croissants,Chicken,Paper_Towels,Water"
T001245,"Cream,Chocolate,Soap"
T001246,"Chocolate,Ice_Cream,Frozen_Pizza,Juice,Cookies"
T001247,"Rice,Vegetables,Frozen_Dinners,Apples"
T001248,"Crackers,Bagels"
T001249,"Croissants,Water,Beef,Soap,Tomatoes"
T001250,"Cereal,Bananas,Paper_Towels,Crackers,Tomatoes"
T001251,"Shampoo,Chips,Crackers,Detergent,Pork"
T001252,"Toothpaste,Bagels,Donuts,Oranges,Butter,Detergent,Croissants,Nuts"
T001253,"Cream,Coffee,Ice_Cream,Frozen_Pizza,Trash_Bags,Detergent,Donuts"
T001254,"Bread,Butter,Cream,Water,Oranges,Lettuce,Chocolate,Turkey"
T001255,"Salsa,Chips,Frozen_Pizza,Beef,Croissants,Shampoo,Water,Cookies,Cheese,Butter"
T001256,"Donuts,Bananas,Apples"
T001257,"Butter,Bread,Soap,Coffee,Ice_Cream"
T001258,"Bagels,Paper_Towels,Ice_Cream,Bananas,Lettuce"
T001259,"Milk,Cereal,Muffins,Coffee,Cream"
T001260,"Lettuce,Beef,Hamburger_Buns,Frozen_Pizza,Water,Ice_Cream,Chips"
T001261,"Croissants,Bagels,Dish_Soap,Cheese,Milk,Bread"
T001262,"Ice_Cream,Chocolate_Syrup,Milk,Frozen_Dinners"
T001263,"Water,Butter,Toothpaste,Chicken,Oranges,Chocolate"
T001264,"Oranges,Chocolate,Frozen_Vegetables,Soap"
T001265,"Bagels,Oranges,Apples,Bread,Pork"
T001266,"Frozen_Vegetables,Beef,Pork,Bagels,Trash_Bags,Shampoo,Water"
T001267,"Sugar,Cream,Juice,Soap,Cheese,Croissants"
T001268,"Oranges,Detergent,Apples,Juice,Cookies"
T001269,"Fish,Beef,Paper_Towels,Frozen_Pizza,Cheese,Frozen_Vegetables,Dish_Soap,Coffee"
T001270,"Cheese,Tomato_Sauce,Chips,Water,Frozen_Vegetables,Coffee,Butter"
T001271,"Ice_Cream,Lettuce,Apples,Dish_Soap,Butter,Chicken,Chips"
T001272,"Rice,Vegetables,Chocolate"
T001273,"Chicken,Detergent,Yogurt,Lettuce,Juice"
T001274,"Frozen_Pizza,Trash_Bags,Chips,Tea"
T001275,"Crackers,Chicken,Beef,Frozen_Vegetables,Cookies,Shampoo"
T001276,"Lettuce,Turkey,Bananas,Water,Tomatoes"
T001277,"Fish,Soap,Beef,Yogurt,Detergent,Pork,Milk"
T001278,"Oranges,Detergent,Chicken,Lettuce"
T001279,"Cheese,Cream,Coffee"
T001280,"Chips,Salsa,Cookies,Nuts,Butter,Frozen_Vegetables,Soda"
T001281,"Paper_Towels,Frozen_Pizza,Cream,Detergent,Cookies,Chips"
T001282,"Peanut_Butter,Jelly,Toothpaste,Turkey"
T001283,"Cheese,Pork,Cookies"
T001284,"Ice_Cream,Bananas,Butter,Pork,Tomatoes"
T001285,"Frozen_Pizza,Croissants,Bananas,Milk"
T001286,"Hamburger_Buns,Tomatoes,Lettuce,Cream,Turkey,Frozen_Vegetables"
T001287,"Coffee,Cheese,Trash_Bags,Detergent,Ice_Cream"
T001288,"Bread,Coffee,Turkey,Toothpaste,Milk"
T001289,"Beef,Hamburger_Buns,Tomatoes,Bread,Trash_Bags,Chicken,Ice_Cream,Soap,Toothpaste"
T001290,"Croissants,Deodorant,Crackers,Chocolate,Trash_Bags,Ice_Cream,Coffee"
T001291,"Deodorant,Dish_Soap,Crackers,Chips"
T001292,"Rice,Vegetables,Fish,Bananas,Cream,Chocolate,Coffee,Deodorant"
T001293,"Hamburger_Buns,Tomatoes,Beef,Cheese,Juice,Cream,Trash_Bags"
T001294,"Juice,Trash_Bags,Chicken,Butter"
T001295,"Rice,Chicken,Turkey,Lettuce,Bagels,Dish_Soap,Shampoo,Tea"
T001296,"Butter,Chicken,Shampoo,Paper_Towels"
T001297,"Tea,Frozen_Pizza,Chicken,Trash_Bags,Milk,Ice_Cream"
T001298,"Soda,Chips,Tomatoes,Frozen_Dinners,Nuts,Toothpaste"
T001299,"Oranges,Dish_Soap,Chocolate,Milk,Deodorant,Pork,Donuts"
T001300,"Milk,Lettuce,Soap,Nuts"
T001301,"Fish,Cream,Turkey"
T001302,"Donuts,Chicken,Crackers,Lettuce,Water,Trash_Bags"
T001303,"Chicken,Paper_Towels,Muffins"
T001304,"Ice_Cream,Nuts,Oranges,Bagels"
T001305,"Bagels,Yogurt"
T001306,"Detergent,Muffins,Bananas,Beef,Soda"
T001307,"Turkey,Ice_Cream"
T001308,"Detergent,Muffins,Coffee,Ice_Cream"
T001309,"Rice,Chicken,Bagels,Tea,Juice,Fish,Nuts"
T001310,"Muffins,Oranges"
T001311,"Bread,Crackers,Soap"
T001312,"Chips,Yogurt,Trash_Bags,Dish_Soap"
T001313,"Cheese,Tomato_Sauce,Oranges,Frozen_Dinners,Pork"
T001314,"Bread,Peanut_Butter,Toothpaste,Butter,Chocolate"
T001315,"Rice,Vegetables,Chocolate,Cream,Coffee,Apples,Fish"
T001316,"Ice_Cream,Chocolate_Syrup,Shampoo,Butter,Deodorant,Cheese,Trash_Bags,Chicken"
T001317,"Toothpaste,Frozen_Dinners,Shampoo"
T001318,"Rice,Chicken,Donuts,Paper_Towels,Frozen_Vegetables,Bread,Coffee,Chips"
T001319,"Cookies,Nuts,Toothpaste,Tea"
T001320,"Cream,Butter,Bread,Lettuce"
T001321,"Soda,Lettuce,Beef,Ice_Cream,Turkey,Tomatoes"
T001322,"Pork,Dish_Soap,Butter,Cheese,Tomatoes,Water,Juice"
T001323,"Detergent,Lettuce,Fish,Toothpaste,Donuts,Muffins,Soap"
T001324,"Frozen_Pizza,Milk,Juice"
T001325,"Bread,Butter,Chocolate,Deodorant,Lettuce,Cheese,Paper_Towels"
T001326,"Tomatoes,Beef,Butter,Cream,Cheese,Tea,Frozen_Dinners,Apples"
T001327,"Tea,Paper_Towels,Beef"
T001328,"Toothpaste,Detergent,Juice,Bagels,Nuts,Bananas,Pork"
T001329,"Bread,Butter,Fish,Yogurt,Frozen_Vegetables,Trash_Bags,Ice_Cream"
T001330,"Paper_Towels,Turkey,Tea,Ice_Cream,Frozen_Vegetables"
T001331,"Chocolate_Syrup,Ice_Cream,Cheese,Detergent,Frozen_Pizza,Soap,Nuts,Dish_Soap"
T001332,"Lettuce,Chicken,Turkey,Bananas"
T001333,"Hamburger_Buns,Beef,Tomatoes,Shampoo,Coffee,Dish_Soap,Turkey,Soda,Yogurt,Frozen_Pizza"
T001334,"Tea,Frozen_Dinners,Pork"
T001335,"Dip,Chips,Oranges,Frozen_Vegetables,Soap"
T001336,"Hamburger_Buns,Beef,Tomatoes,Chips,Cheese,Oranges,Shampoo,Ice_Cream,Crackers,Milk"
T001337,"Crackers,Milk"
T001338,"Coffee,Sugar,Butter,Frozen_Pizza,Croissants,Bread,Crackers,Paper_Towels"
T001339,"Tomatoes,Lettuce,Beef,Juice,Ice_Cream,Cookies"
T001340,"Chips,Bananas"
T001341,"Lettuce,Hamburger_Buns,Tomatoes,Frozen_Dinners,Chicken,Ice_Cream"
T001342,"Frozen_Dinners,Soda,Cookies,Cheese,Cream,Muffins,Oranges"
T001343,"Lettuce,Beef,Hamburger_Buns,Deodorant,Soda,Pork,Juice"
T001344,"Bread,Lettuce,Dish_Soap,Deodorant,Cheese,Bananas,Frozen_Vegetables"
T001345,"Tea,Chocolate,Toothpaste,Milk,Bread,Paper_Towels,Frozen_Vegetables"
T001346,"Juice,Soda"
T001347,"Butter,Dish_Soap,Donuts,Toothpaste"
T001348,"Cereal,Milk,Coffee,Turkey,Frozen_Dinners"
T001349,"Paper_Towels,Trash_Bags,Donuts,Soap"
T001350,"Butter,Bread,Oranges,Chicken,Muffins,Yogurt,Cookies,Deodorant,Shampoo,Pork"
T001351,"Rice,Vegetables,Cream,Dish_Soap,Tea,Trash_Bags,Nuts,Frozen_Dinners"
T001352,"Juice,Crackers,Shampoo,Chips,Chocolate,Dish_Soap,Detergent,Fish"
T001353,"Ice_Cream,Whipped_Cream,Bananas,Dish_Soap,Coffee"
T001354,"Ice_Cream,Turkey,Frozen_Pizza"
T001355,"Cream,Sugar,Apples,Shampoo"
T001356,"Jelly,Bread,Turkey,Milk,Coffee,Crackers"
T001357,"Crackers,Turkey,Ice_Cream,Tea,Pork,Nuts,Beef"
T001358,"Chicken,Cookies,Oranges,Turkey,Butter,Lettuce"
T001359,"Tea,Bread,Chocolate,Paper_Towels"
T001360,"Detergent,Frozen_Pizza,Shampoo,Soda,Trash_Bags,Milk,Cheese"
T001361,"Bananas,Apples,Beef,Lettuce,Yogurt,Butter"
T001362,"Deodorant,Butter,Water,Bananas,Dish_Soap,Tomatoes,Paper_Towels"
T001363,"Shampoo,Toothpaste,Chocolate,Bananas,Chicken,Crackers"
T001364,"Turkey,Chicken,Frozen_Vegetables,Cookies"
T001365,"Cream,Yogurt,Deodorant,Crackers,Nuts"
T001366,"Bread,Dish_Soap,Cookies"
T001367,"Bananas,Croissants,Cookies,Toothpaste,Nuts"
T001368,"Tomatoes,Milk,Chips,Soap,Soda,Beef,Bread"
T001369,"Peanut_Butter,Jelly,Milk,Apples,Ice_Cream,Water,Chocolate,Soap"
T001370,"Turkey,Lettuce"
T001371,"Lettuce,Yogurt,Butter,Apples,Frozen_Dinners"
T001372,"Frozen_Vegetables,Detergent"
T001373,"Frozen_Pizza,Tea,Beef,Shampoo,Pork,Toothpaste,Trash_Bags"
T001374,"Water,Crackers,Nuts,Apples,Trash_Bags,Deodorant"
T001375,"Coffee,Chocolate"
T001376,"Paper_Towels,Cheese"
T001377,"Water,Soap"
T001378,"Chocolate,Bananas,Frozen_Dinners,Turkey,Fish,Crackers,Chips,Toothpaste"
T001379,"Water,Yogurt,Bread,Beef,Dish_Soap,Deodorant,Shampoo"
T001380,"Milk,Bread,Turkey,Cheese"
T001381,"Frozen_Dinners,Frozen_Pizza,Tomatoes,Yogurt,Soda,Beef,Trash_Bags,Oranges"
T001382,"Water,Dish_Soap,Deodorant"
T001383,"Bananas,Cereal,Tea,Deodorant,Apples"
T001384,"Beef,Ice_Cream,Soap"
T001385,"Chicken,Vegetables,Bagels,Beef,Apples,Bread"
T001386,"Beef,Lettuce,Tomatoes,Tea,Water,Cookies"
T001387,"Peanut_Butter,Bread,Chocolate,Dish_Soap,Detergent,Cream,Yogurt,Croissants,Oranges"
T001388,"Soda,Frozen_Pizza"
T001389,"Chocolate_Syrup,Ice_Cream,Toothpaste,Detergent,Cookies,Chips,Bagels,Croissants"
T001390,"Donuts,Yogurt,Croissants,Detergent"
T001391,"Tomatoes,Lettuce,Turkey,Soda,Chicken,Cookies"
T001392,"Beef,Water,Yogurt,Bananas"
T001393,"Crackers,Soap,Dish_Soap,Ice_Cream,Bananas"
T001394,"Muffins,Frozen_Vegetables,Bagels,Toothpaste,Tea,Frozen_Pizza"
T001395,"Pork,Trash_Bags,Muffins,Oranges"
T001396,"Chicken,Turkey"
T001397,"Bread,Peanut_Butter,Cookies,Frozen_Vegetables,Tomatoes"
T001398,"Frozen_Vegetables,Milk,Lettuce"
T001399,"Beef,Juice,Paper_Towels"
T001400,"Salsa,Chips,Pork,Dish_Soap,Paper_Towels,Juice,Shampoo,Ice_Cream"
T001401,"Soap,Bananas,Lettuce,Ice_Cream,Coffee,Pork,Frozen_Dinners,Tea"
T001402,"Apples,Fish,Frozen_Pizza,Nuts,Bread,Turkey,Toothpaste"
T001403,"Toothpaste,Frozen_Dinners,Detergent,Lettuce,Frozen_Vegetables,Bananas"
T001404,"Butter,Chips,Muffins,Trash_Bags,Detergent,Bananas"
T001405,"Milk,Cheese,Bread,Juice,Frozen_Pizza,Yogurt,Deodorant,Shampoo"
T001406,"Milk,Cereal,Trash_Bags,Croissants,Cheese,Paper_Towels,Bread"
T001407,"Frozen_Pizza,Bananas"
T001408,"Ice_Cream,Apples,Nuts"
T001409,"Tea,Soda"
T001410,"Beef,Water,Soap"
T001411,"Soap,Turkey,Deodorant,Muffins,Beef"
T001412,"Cheese,Tomatoes,Detergent"
T001413,"Oranges,Detergent,Chocolate,Cream"
T001414,"Dish_Soap,Yogurt,Toothpaste,Frozen_Vegetables,Beef,Soap"
T001415,"Ice_Cream,Nuts,Coffee,Apples,Dish_Soap,Bread,Juice"
T001416,"Oranges,Pork,Cheese,Apples,Juice,Beef,Crackers"
T001417,"Dish_Soap,Frozen_Vegetables,Tomatoes,Beef,Cheese,Detergent,Chicken"
T001418,"Beer,Salsa,Shampoo,Bagels"
T001419,"Chocolate_Syrup,Whipped_Cream,Frozen_Dinners,Chocolate,Croissants,Dish_Soap,Shampoo,Trash_Bags"
T001420,"Muffins,Dish_Soap,Frozen_Dinners,Beef,Chicken,Deodorant,Donuts,Frozen_Pizza"
T001421,"Ice_Cream,Deodorant"
T001422,"Crackers,Turkey,Soap,Trash_Bags,Dish_Soap,Nuts,Donuts"
T001423,"Juice,Butter"
T001424,"Chocolate_Syrup,Ice_Cream,Tomatoes,Soap,Paper_Towels,Frozen_Dinners"
T001425,"Ice_Cream,Whipped_Cream,Oranges,Nuts,Cheese,Bagels,Croissants"
T001426,"Cream,Bagels"
T001427,"Chicken,Vegetables,Trash_Bags,Cheese,Ice_Cream,Apples,Detergent,Soda,Juice,Donuts"
T001428,"Lettuce,Milk,Beef"
T001429,"Frozen_Vegetables,Deodorant,Juice,Paper_Towels,Fish,Bagels"
T001430,"Frozen_Dinners,Frozen_Pizza,Croissants,Ice_Cream,Shampoo,Fish,Dish_Soap"
T001431,"Lettuce,Tomatoes,Chocolate"
T001432,"Juice,Croissants,Turkey,Yogurt,Paper_Towels,Nuts"
T001433,"Milk,Cereal,Shampoo,Bananas,Soda,Turkey,Beef,Apples"
T001434,"Toothpaste,Deodorant,Bagels,Detergent"
T001435,"Donuts,Soda"
T001436,"Lettuce,Bananas,Cream,Bagels"
T001437,"Shampoo,Cream,Trash_Bags"
T001438,"Tea,Frozen_Dinners,Frozen_Vegetables,Beef,Juice"
T001439,"Frozen_Pizza,Crackers,Nuts,Deodorant"
T001440,"Ice_Cream,Chocolate_Syrup,Cookies,Tomatoes,Milk"
T001441,"Chicken,Rice,Soap,Bananas,Cookies,Detergent,Milk,Fish"
T001442,"Trash_Bags,Frozen_Pizza,Croissants,Turkey,Nuts"
T001443,"Fish,Bread,Crackers,Toothpaste,Water,Yogurt,Bananas"
T001444,"Bananas,Fish,Yogurt,Cream,Crackers"
T001445,"Donuts,Frozen_Dinners,Shampoo,Milk"
T001446,"Donuts,Toothpaste"
T001447,"Soap,Dish_Soap,Fish,Butter,Yogurt,Coffee,Soda"
T001448,"Milk,Chicken,Dish_Soap,Paper_Towels,Juice,Tomatoes,Cream"
T001449,"Shampoo,Butter,Soap,Lettuce"
T001450,"Soap,Frozen_Pizza,Bread,Cheese,Frozen_Vegetables,Tomatoes,Chicken"
T001451,"Shampoo,Croissants,Frozen_Pizza,Lettuce,Ice_Cream,Chocolate,Bread"
T001452,"Tomatoes,Lettuce,Beef,Paper_Towels,Frozen_Vegetables,Cream,Water,Oranges,Yogurt,Bread,Frozen_Pizza"
T001453,"Soap,Cheese,Coffee"
T001454,"Pork,Deodorant,Juice,Dish_Soap"
T001455,"Tomatoes,Nuts,Toothpaste,Tea,Cream"
T001456,"Nuts,Turkey,Chicken,Soap,Dish_Soap,Detergent,Donuts"
T001457,"Bananas,Lettuce"
T001458,"Tomatoes,Turkey"
T001459,"Apples,Butter,Tomatoes"
T001460,"Muffins,Cheese,Tomatoes,Pork"
T001461,"Lettuce,Pork,Frozen_Vegetables,Butter,Ice_Cream,Bananas"
T001462,"Frozen_Dinners,Tea,Croissants,Frozen_Vegetables,Paper_Towels,Soda"
T001463,"Bread,Jelly,Nuts,Juice"
T001464,"Detergent,Yogurt"
T001465,"Bagels,Frozen_Pizza,Butter"
T001466,"Frozen_Pizza,Dish_Soap,Bagels,Paper_Towels"
T001467,"Bananas,Chips"
T001468,"Chicken,Vegetables,Fish,Bananas,Frozen_Vegetables"
T001469,"Yogurt,Fish"
T001470,"Chocolate_Syrup,Whipped_Cream,Croissants,Fish,Muffins,Oranges,Chocolate,Soap,Pork"
T001471,"Frozen_Vegetables,Detergent,Milk,Ice_Cream,Coffee"
T001472,"Paper_Towels,Coffee,Chicken,Toothpaste,Juice"
T001473,"Soda,Dip,Bread,Yogurt,Deodorant"
T001474,"Cheese,Muffins,Deodorant,Fish"
T001475,"Soda,Milk,Crackers"
T001476,"Apples,Shampoo,Cookies,Cheese"
T001477,"Soap,Toothpaste,Bagels,Yogurt"
T001478,"Paper_Towels,Beef"
T001479,"Lettuce,Soap,Shampoo,Chocolate,Paper_Towels"
T001480,"Butter,Cookies,Donuts,Dish_Soap,Bread,Juice"
T001481,"Turkey,Frozen_Dinners,Detergent"
T001482,"Croissants,Milk"
T001483,"Frozen_Pizza,Detergent,Ice_Cream,Frozen_Vegetables,Trash_Bags,Cheese"
T001484,"Cereal,Milk,Soap,Bagels,Lettuce,Ice_Cream,Chips"
T001485,"Croissants,Turkey,Milk,Nuts,Shampoo,Crackers"
T001486,"Crackers,Deodorant"
T001487,"Tomatoes,Crackers"
T001488,"Detergent,Tomatoes,Frozen_Pizza"
T001489,"Whipped_Cream,Ice_Cream,Milk,Soap,Pork,Frozen_Vegetables,Tea,Chicken"
T001490,"Ice_Cream,Frozen_Dinners,Deodorant"
T001491,"Chocolate,Chicken,Bananas,Frozen_Dinners,Soap,Frozen_Vegetables"
T001492,"Bread,Milk,Tea,Donuts,Toothpaste,Paper_Towels,Croissants,Oranges,Beef"
T001493,"Tomato_Sauce,Pasta,Detergent,Dish_Soap,Cream,Chips,Bread,Fish,Muffins,Chicken"
T001494,"Pasta,Tomato_Sauce,Butter,Toothpaste"
T001495,"Coffee,Sugar,Milk,Donuts"
T001496,"Coffee,Oranges,Chips"
T001497,"Lettuce,Pork,Tomatoes,Frozen_Pizza"
T001498,"Soap,Cheese,Croissants,Soda,Water"
T001499,"Deodorant,Soap,Frozen_Pizza,Frozen_Dinners,Beef,Ice_Cream"
T001500,"Ice_Cream,Bananas"
T001501,"Yogurt,Croissants,Donuts"
T001502,"Cookies,Milk,Muffins"
T001503,"Jelly,Peanut_Butter,Cheese,Beef,Croissants"
T001504,"Frozen_Pizza,Oranges,Croissants"
T001505,"Jelly,Bread,Soap,Juice,Dish_Soap,Trash_Bags,Ice_Cream"
T001506,"Apples,Nuts,Bagels,Detergent,Beef"
T001507,"Chicken,Turkey,Beef,Shampoo,Paper_Towels,Frozen_Dinners"
T001508,"Cheese,Tomato_Sauce,Chips,Yogurt,Dish_Soap,Frozen_Vegetables,Detergent,Muffins,Oranges"
T001509,"Trash_Bags,Dish_Soap,Frozen_Vegetables,Tomatoes"
T001510,"Croissants,Bananas"
T001511,"Cream,Nuts,Butter,Crackers,Croissants,Turkey,Chips,Ice_Cream"
T001512,"Ice_Cream,Soap,Beef,Deodorant,Frozen_Pizza,Frozen_Dinners,Tea"
T001513,"Beef,Chocolate,Apples,Water,Coffee"
T001514,"Coffee,Cream,Bananas,Bread,Apples,Shampoo,Oranges,Tea"
T001515,"Deodorant,Trash_Bags,Coffee,Bananas,Cream,Cheese,Pork,Shampoo"
T001516,"Salsa,Chips,Cookies,Bagels,Nuts"
T001517,"Shampoo,Ice_Cream,Milk,Frozen_Vegetables,Deodorant,Chocolate,Paper_Towels,Coffee"
T001518,"Shampoo,Bananas,Deodorant,Juice,Detergent,Apples,Chips"
T001519,"Deodorant,Toothpaste,Beef,Frozen_Pizza,Paper_Towels"
T001520,"Paper_Towels,Coffee,Chocolate,Juice,Crackers,Beef,Donuts"
T001521,"Yogurt,Crackers,Deodorant"
T001522,"Beef,Lettuce,Hamburger_Buns,Oranges,Cream,Deodorant,Frozen_Vegetables"
T001523,"Nuts,Dish_Soap,Soap"
T001524,"Tea,Water"
T001525,"Frozen_Dinners,Nuts,Turkey,Tomatoes,Crackers,Chocolate,Juice,Ice_Cream"
T001526,"Beef,Hamburger_Buns,Tomatoes,Coffee,Bananas"
T001527,"Milk,Cereal,Frozen_Dinners,Chocolate,Beef,Frozen_Pizza,Donuts,Paper_Towels,Deodorant"
T001528,"Cream,Coffee,Bread,Beef,Muffins,Tea,Water,Paper_Towels"
T001529,"Water,Coffee"
T001530,"Cheese,Water,Ice_Cream,Tomatoes"
